ranking_type,rank,hotel_id,hotel_name,cluster_id,model,actual_total,predicted_total,MAE,WMAE,RMSE,MAPE,WMAPE,R2,bias_pct
popular_top20,1,456,Robinson Çamyuva,0,NHiTS_v2_clean_holiday,3190.0,2226.0074462890625,234.93797956194197,744.63935780301,389.9319989276078,363.57955204475417,51.55378861860795,0.735158030480254,-30.2192023106877
popular_top20,2,181147,Belek Beach Resort Hotel,0,NHiTS_v2_clean_holiday,2936.0,1267.3180541992188,244.72552490234375,656.3313296367427,414.01231901234695,56.1099223011051,58.34736629143074,0.4254827932619293,-56.835216137628784
popular_top20,3,887,Sueno Hotels Deluxe Belek,0,NHiTS_v2_clean_holiday,2253.0,1112.4490509033203,173.16221182686942,389.6947385243611,253.06486566079127,83.43474362125107,53.80095351922264,0.5848905883343921,-50.62365508640389
popular_top20,4,813,Champion Holiday Village,0,NHiTS_v2_clean_holiday,2228.0,1189.1592407226562,211.1310817173549,791.2381449687417,388.76462048150984,72.66014970093715,66.33382280168242,0.5306553296459389,-46.626604994494784
popular_top20,5,471,Crystal Admiral Aqua Collection,0,NHiTS_v2_clean_holiday,1975.0,1842.2051086425781,99.41958618164062,153.22856326332575,152.6374170027774,44.190736480557675,35.23732168463212,0.8552387608988721,-6.723791967464399
popular_top20,6,1266,Swandor Hotels & Resort Topkapı Palace,2,NHiTS_v2_clean_holiday,1917.0,1406.0010452270508,85.93726130894252,124.82057440274697,107.47740713153212,140.39923454649704,31.380324943275827,0.7898168200748397,-26.656179174384416
popular_top20,7,646,Crystal Waterworld Aqua Collection,0,NHiTS_v2_clean_holiday,1897.0,1346.612533569336,144.0912148611886,327.64374207218634,239.3750609333617,209.19925669463697,53.17018998567845,0.5743660758368252,-29.01357229471081
popular_top20,8,181836,La Benata Hotel,0,NHiTS_v2_clean_holiday,1890.0,562.7722625732422,210.14730834960938,691.5480731217319,380.17228458671156,141.1062357655745,77.83233642578125,0.16497323223118787,-70.22368981093958
popular_top20,9,647,Crystal Sunset Pearl Collection,0,NHiTS_v2_clean_holiday,1868.0,814.5763854980469,155.374271937779,436.210373594623,258.42663879976146,53.062296843092724,58.223763574114194,0.5128344831880451,-56.39312711466559
popular_top20,10,438,Limak Limra Hotel & Resort,0,NHiTS_v2_clean_holiday,1677.0,884.3241958618164,155.43507276262557,656.2256334608485,311.22635099754706,205.28829788331913,64.88047163615856,0.5118897080358463,-47.26748981145996
popular_top20,11,828,Selge Beach Resort & Spa,0,NHiTS_v2_clean_holiday,1579.0,766.0748443603516,126.84225245884487,322.4388469094487,194.33021499577853,59.23887026691901,56.23152420594769,0.5925131739347742,-51.4835437390531
popular_top20,12,466,Sueno Hotels Beach Side,0,NHiTS_v2_clean_holiday,1535.0,2116.5157928466797,117.597658429827,158.1748108009562,190.61973394464175,94.72359341555419,53.627596678097014,0.6875666574328636,37.883765006298354
popular_top20,13,573,Cornelia Diamond Golf Resort & Spa,0,NHiTS_v2_clean_holiday,1417.0,1477.6529388427734,127.23575047084263,195.85359651704198,188.7837158476677,123.88262943725132,62.854640317282886,0.4668513277406723,4.280376770837928
popular_top20,14,645,Xanadu Resort Hotel,2,NHiTS_v2_clean_holiday,1389.0,877.9047546386719,101.0706765311105,257.43594418574446,170.68963736738615,206.60751722588682,50.935546127989454,0.5115819790108427,-36.795913992896196
popular_top20,15,439,Limak Lara De Luxe Hotel & Resort,0,NHiTS_v2_clean_holiday,1295.0,556.9217529296875,120.96597943987165,422.2310850106611,226.3737107115449,212.59955088084493,65.38701591344413,0.40680548898957947,-56.99445923322877
popular_top20,16,906,Annabella Diamond Hotel & Spa,0,NHiTS_v2_clean_holiday,1277.0,445.2560615539551,121.22974668230329,244.27874038923318,174.28675272509443,69.46475501638291,66.45326756273478,0.19180469284304313,-65.13264983915778
popular_top20,17,3104,Sidemarin Kirman Premium,0,NHiTS_v2_clean_holiday,1186.0,707.8430709838867,71.85523441859654,221.19769230500037,128.32464948831395,34.818353144997516,42.4103407192391,0.7283045761805047,-40.3167731042254
popular_top20,18,546,Crystal Tat Beach Pearl Collection,0,NHiTS_v2_clean_holiday,1132.0,1129.3610610961914,87.91536058698382,155.6640922559866,126.70746173660874,215.87708826880294,54.364622271103066,0.7874558159901228,-0.23312181129051182
popular_top20,19,1041,Royal Taj Mahal Hotel,2,NHiTS_v2_clean_holiday,1100.0,623.0766277313232,108.24373980930874,367.5762041976235,200.912511051084,145.663666197751,68.88237987865101,0.327583235001198,-43.356670206243344
popular_top20,20,1399,Orange County Kemer ,2,NHiTS_v2_clean_holiday,1047.0,458.6288719177246,100.58240563528878,231.24034111365432,146.86769480510839,62.65503992208322,67.2470715804223,0.3694941514552884,-56.195905260962306
best_wmape_top20,1,1400,Orange County Alanya,0,NHiTS_v2_clean_holiday,780.0,751.7651062011719,32.47609601702009,59.07657854129107,54.091680672790844,26.150650093047872,29.145214374248802,0.8363372100392559,-3.6198581793369393
best_wmape_top20,2,457,Robinson Nobilis,0,NHiTS_v2_clean_holiday,386.0,343.2233657836914,16.60843222481864,32.33089968824633,22.63371993982189,178.16580401422826,30.118918542417223,0.8954667867215793,-11.082029589717251
best_wmape_top20,3,3106,Leodikya Kirman Premium,0,NHiTS_v2_clean_holiday,363.0,274.8094177246094,16.06317138671875,41.310930278347215,27.087250645496063,26.487904891070734,30.975812591468667,0.8596131177260521,-24.294926246664083
best_wmape_top20,4,1266,Swandor Hotels & Resort Topkapı Palace,2,NHiTS_v2_clean_holiday,1917.0,1406.0010452270508,85.93726130894252,124.82057440274697,107.47740713153212,140.39923454649704,31.380324943275827,0.7898168200748397,-26.656179174384416
best_wmape_top20,5,907,Annabella Park Hotel,0,NHiTS_v2_clean_holiday,309.0,235.25628089904785,13.935582024710518,27.239790697313822,20.707485499044207,35.10468370196847,31.569279667629008,0.8742777947574066,-23.86528126244406
best_wmape_top20,6,596,Robinson Pamfilya,0,NHiTS_v2_clean_holiday,402.0,288.82234382629395,18.80242783682687,42.358532132200935,27.26774561659219,69.24095902773342,32.7405459845244,0.8773391614104411,-28.15364581435474
best_wmape_top20,7,886,Kimeros Park Holiday Village,0,NHiTS_v2_clean_holiday,815.0,743.7026519775391,38.89003426688058,69.95210402787097,55.84195420617296,195.72750647391464,33.40248341940663,0.8853868707414015,-8.748140861651649
best_wmape_top20,8,528,Blue Waters Club,0,NHiTS_v2_clean_holiday,284.0,261.0044536590576,13.69131442478725,24.60825673627182,20.711372697600495,86.12715122831561,33.746197525884064,0.8562993984280669,-8.097023359486755
best_wmape_top20,9,10314,Club Boran Mare Beach,0,NHiTS_v2_clean_holiday,317.0,235.04846572875977,15.302716936383929,26.84351912056234,22.751004303482052,39.503032736909724,33.791488503055994,0.8449839155326813,-25.852219013009538
best_wmape_top20,10,471,Crystal Admiral Aqua Collection,0,NHiTS_v2_clean_holiday,1975.0,1842.2051086425781,99.41958618164062,153.22856326332575,152.6374170027774,44.190736480557675,35.23732168463212,0.8552387608988721,-6.723791967464399
best_wmape_top20,11,924,Narcia Resort Side,0,NHiTS_v2_clean_holiday,140.0,170.72043800354004,7.337222780500141,15.801394980294365,10.06162406718863,31.8711514379032,36.6861139025007,0.8503054600578779,21.9431700025286
best_wmape_top20,12,181795,Balmy Beach Resort (Adult Only +18) ,0,NHiTS_v2_clean_holiday,232.0,158.70550727844238,12.415917805262973,27.443974815565955,18.230803386456834,62.95248713788776,37.46182096415552,0.8267510540875018,-31.592453759292077
best_wmape_top20,13,1213,Adin Resort Hotel,2,NHiTS_v2_clean_holiday,190.0,144.30365085601807,10.502167974199567,18.706396424142937,13.896904105905428,44.49741843452551,38.69219779968262,0.7885346761406072,-24.050710075779964
best_wmape_top20,14,3213,Club Marco Polo,0,NHiTS_v2_clean_holiday,561.0,370.9567985534668,32.31158065795899,90.05525423073728,55.445770366460614,39.49520778308602,40.31748032187396,0.7738889552468684,-33.87579348423051
best_wmape_top20,15,167846,Marvida Family Eco (Ex.Otium Family Eco Club),0,NHiTS_v2_clean_holiday,536.0,398.9155387878418,30.976936885288783,61.59031672264213,52.66632839955919,45.102286517887904,40.45495488750401,0.6917561025668124,-25.5754591813728
best_wmape_top20,16,3104,Sidemarin Kirman Premium,0,NHiTS_v2_clean_holiday,1186.0,707.8430709838867,71.85523441859654,221.19769230500037,128.32464948831395,34.818353144997516,42.4103407192391,0.7283045761805047,-40.3167731042254
best_wmape_top20,17,180462,Riolavitas Resort & Spa Hotel,0,NHiTS_v2_clean_holiday,153.0,90.30272960662842,9.559864452907018,25.293396962234397,21.725358892068183,32.02802931089839,43.73794194140466,0.2929510935350309,-40.978608100242866
best_wmape_top20,18,3103,Arycanda Kirman Premium,0,NHiTS_v2_clean_holiday,691.0,434.2457580566406,43.805213928222656,139.24569926834658,75.6604020028341,40.64855552970374,44.37575940630371,0.7576704554146183,-37.15690910902451
best_wmape_top20,19,1037,Royal Holiday Palace Hotel,2,NHiTS_v2_clean_holiday,122.0,111.22968912124634,7.744689737047468,17.90580835498747,11.395207521192223,27.64786823910817,44.43674439289531,0.7963679521186471,-8.828123671109559
best_wmape_top20,20,1979,Bera Alanya Otel,0,NHiTS_v2_clean_holiday,237.0,142.959153175354,15.28671305520194,47.28154824252873,26.969674954370095,43.45759189171592,45.15062927696775,0.7130693400898891,-39.67968220449198
best_mape_top20,1,1400,Orange County Alanya,0,NHiTS_v2_clean_holiday,780.0,751.7651062011719,32.47609601702009,59.07657854129107,54.091680672790844,26.150650093047872,29.145214374248802,0.8363372100392559,-3.6198581793369393
best_mape_top20,2,3106,Leodikya Kirman Premium,0,NHiTS_v2_clean_holiday,363.0,274.8094177246094,16.06317138671875,41.310930278347215,27.087250645496063,26.487904891070734,30.975812591468667,0.8596131177260521,-24.294926246664083
best_mape_top20,3,1037,Royal Holiday Palace Hotel,2,NHiTS_v2_clean_holiday,122.0,111.22968912124634,7.744689737047468,17.90580835498747,11.395207521192223,27.64786823910817,44.43674439289531,0.7963679521186471,-8.828123671109559
best_mape_top20,4,924,Narcia Resort Side,0,NHiTS_v2_clean_holiday,140.0,170.72043800354004,7.337222780500141,15.801394980294365,10.06162406718863,31.8711514379032,36.6861139025007,0.8503054600578779,21.9431700025286
best_mape_top20,5,180462,Riolavitas Resort & Spa Hotel,0,NHiTS_v2_clean_holiday,153.0,90.30272960662842,9.559864452907018,25.293396962234397,21.725358892068183,32.02802931089839,43.73794194140466,0.2929510935350309,-40.978608100242866
best_mape_top20,6,3104,Sidemarin Kirman Premium,0,NHiTS_v2_clean_holiday,1186.0,707.8430709838867,71.85523441859654,221.19769230500037,128.32464948831395,34.818353144997516,42.4103407192391,0.7283045761805047,-40.3167731042254
best_mape_top20,7,907,Annabella Park Hotel,0,NHiTS_v2_clean_holiday,309.0,235.25628089904785,13.935582024710518,27.239790697313822,20.707485499044207,35.10468370196847,31.569279667629008,0.8742777947574066,-23.86528126244406
best_mape_top20,8,167762,Calyptus Kirman Premium,0,NHiTS_v2_clean_holiday,670.0,398.0177345275879,45.59154347011021,168.52445093411117,90.03707769763437,35.451426405243005,47.63295586429425,0.6589687231978493,-40.59436798095703
best_mape_top20,9,436,Limak Atlantis De Luxe Hotel & Resort,0,NHiTS_v2_clean_holiday,1017.0,483.8818073272705,78.63122095380511,385.2087897222888,189.0127799805276,39.06534141107473,54.121784333985815,0.4851649795919475,-52.420667912756095
best_mape_top20,10,3213,Club Marco Polo,0,NHiTS_v2_clean_holiday,561.0,370.9567985534668,32.31158065795899,90.05525423073728,55.445770366460614,39.49520778308602,40.31748032187396,0.7738889552468684,-33.87579348423051
best_mape_top20,11,10314,Club Boran Mare Beach,0,NHiTS_v2_clean_holiday,317.0,235.04846572875977,15.302716936383929,26.84351912056234,22.751004303482052,39.503032736909724,33.791488503055994,0.8449839155326813,-25.852219013009538
best_mape_top20,12,3103,Arycanda Kirman Premium,0,NHiTS_v2_clean_holiday,691.0,434.2457580566406,43.805213928222656,139.24569926834658,75.6604020028341,40.64855552970374,44.37575940630371,0.7576704554146183,-37.15690910902451
best_mape_top20,13,9933,Paloma Finesse,0,NHiTS_v2_clean_holiday,408.0,211.93154907226562,29.14722442626953,72.49769264108994,47.49256448768147,42.93606781903323,50.00749288820753,0.5918879503153015,-48.0559928744447
